date,mktrf,rf
2019-03-11,0.014900,0.00009
2019-03-12,0.002500,0.00009
2019-03-13,0.006700,0.00009
2019-03-14,-0.001000,0.00009
2019-03-15,0.004800,0.00009
2019-03-18,0.004600,0.00009
2019-03-19,-0.000900,0.00009
2019-03-20,-0.003700,0.00009
2019-03-21,0.011000,0.00009
2019-03-22,-0.021700,0.00009
2019-03-25,-0.000500,0.00009
2019-03-26,0.007600,0.00009
2019-03-27,-0.005000,0.00009
2019-03-28,0.004000,0.00009
2019-03-29,0.006600,0.00009
2019-04-01,0.011900,0.00010
2019-04-02,-0.000500,0.00010
2019-04-03,0.002700,0.00010
2019-04-04,0.001900,0.00010
2019-04-05,0.005300,0.00010
2019-04-08,0.000900,0.00010
2019-04-09,-0.006500,0.00010
2019-04-10,0.004800,0.00010
2019-04-11,0.000000,0.00010
2019-04-12,0.006400,0.00010
2019-04-15,-0.000900,0.00010
2019-04-16,0.001300,0.00010
2019-04-17,-0.003200,0.00010
2019-04-18,0.001100,0.00010
2019-04-22,0.001100,0.00010
2019-04-23,0.009700,0.00010
2019-04-24,-0.002200,0.00010
2019-04-25,-0.001400,0.00010
2019-04-26,0.005300,0.00010
2019-04-29,0.001800,0.00010
2019-04-30,-0.000500,0.00010
2019-05-01,-0.008300,0.00009
2019-05-02,-0.001600,0.00009
2019-05-03,0.011300,0.00009
2019-05-06,-0.003900,0.00009
2019-05-07,-0.016900,0.00009
2019-05-08,-0.002100,0.00009
2019-05-09,-0.002800,0.00009
2019-05-10,0.003500,0.00009
2019-05-13,-0.026500,0.00009
2019-05-14,0.009100,0.00009
2019-05-15,0.005800,0.00009
2019-05-16,0.009100,0.00009
2019-05-17,-0.007100,0.00009
2019-05-20,-0.006500,0.00009
2019-05-21,0.009000,0.00009
2019-05-22,-0.004000,0.00009
2019-05-23,-0.013700,0.00009
2019-05-24,0.002300,0.00009
2019-05-28,-0.007800,0.00009
2019-05-29,-0.007100,0.00009
2019-05-30,0.001400,0.00009
2019-05-31,-0.013700,0.00009
2019-06-03,-0.004000,0.00009
2019-06-04,0.023200,0.00009
2019-06-05,0.007000,0.00009
2019-06-06,0.005500,0.00009
2019-06-07,0.010400,0.00009
2019-06-10,0.005400,0.00009
2019-06-11,-0.001200,0.00009
2019-06-12,-0.002000,0.00009
2019-06-13,0.005200,0.00009
2019-06-14,-0.002700,0.00009
2019-06-17,0.001500,0.00009
2019-06-18,0.010400,0.00009
2019-06-19,0.003200,0.00009
2019-06-20,0.008900,0.00009
2019-06-21,-0.002100,0.00009
2019-06-24,-0.003500,0.00009
2019-06-25,-0.009800,0.00009
2019-06-26,-0.000700,0.00009
2019-06-27,0.005900,0.00009
2019-06-28,0.006800,0.00009
2019-07-01,0.007500,0.00009
2019-07-02,0.001400,0.00009
2019-07-03,0.007900,0.00009
2019-07-05,-0.001000,0.00009
2019-07-08,-0.005800,0.00009
2019-07-09,0.001900,0.00009
2019-07-10,0.004000,0.00009
2019-07-11,0.001900,0.00009
2019-07-12,0.005300,0.00009
2019-07-15,-0.000500,0.00009
2019-07-16,-0.003300,0.00009
2019-07-17,-0.006400,0.00009
2019-07-18,0.003500,0.00009
2019-07-19,-0.005700,0.00009
2019-07-22,0.002500,0.00009
2019-07-23,0.006400,0.00009
2019-07-24,0.006600,0.00009
2019-07-25,-0.006300,0.00009
2019-07-26,0.008200,0.00009
2019-07-29,-0.003200,0.00009
2019-07-30,-0.001700,0.00009
2019-07-31,-0.011000,0.00009
2019-08-01,-0.010400,0.00007
2019-08-02,-0.008700,0.00007
2019-08-05,-0.030700,0.00007
2019-08-06,0.013000,0.00007
2019-08-07,0.000700,0.00007
2019-08-08,0.019700,0.00007
2019-08-09,-0.007800,0.00007
2019-08-12,-0.013100,0.00007
2019-08-13,0.014700,0.00007
2019-08-14,-0.029500,0.00007
2019-08-15,0.001700,0.00007
2019-08-16,0.015500,0.00007
2019-08-19,0.011400,0.00007
2019-08-20,-0.007500,0.00007
2019-08-21,0.008500,0.00007
2019-08-22,-0.001000,0.00007
2019-08-23,-0.026600,0.00007
2019-08-26,0.010800,0.00007
2019-08-27,-0.004600,0.00007
2019-08-28,0.006800,0.00007
2019-08-29,0.013500,0.00007
2019-08-30,0.000300,0.00007
2019-09-03,-0.008600,0.00009
2019-09-04,0.010800,0.00009
2019-09-05,0.014200,0.00009
2019-09-06,-0.000200,0.00009
2019-09-09,0.000700,0.00009
2019-09-10,0.001600,0.00009
2019-09-11,0.008700,0.00009
2019-09-12,0.002200,0.00009
2019-09-13,-0.000200,0.00009
2019-09-16,-0.002300,0.00009
2019-09-17,0.001700,0.00009
2019-09-18,-0.000500,0.00009
2019-09-19,-0.000500,0.00009
2019-09-20,-0.004800,0.00009
2019-09-23,-0.000200,0.00009
2019-09-24,-0.010000,0.00009
2019-09-25,0.006900,0.00009
2019-09-26,-0.004100,0.00009
2019-09-27,-0.006200,0.00009
2019-09-30,0.005000,0.00009
2019-10-01,-0.013100,0.00007
2019-10-02,-0.017300,0.00007
2019-10-03,0.008000,0.00007
2019-10-04,0.013900,0.00007
2019-10-07,-0.004100,0.00007
2019-10-08,-0.016100,0.00007
2019-10-09,0.009200,0.00007
2019-10-10,0.006000,0.00007
2019-10-11,0.012300,0.00007
2019-10-14,-0.001800,0.00007
2019-10-15,0.010300,0.00007
2019-10-16,-0.002400,0.00007
2019-10-17,0.003700,0.00007
2019-10-18,-0.004900,0.00007
2019-10-21,0.007100,0.00007
2019-10-22,-0.003400,0.00007
2019-10-23,0.002500,0.00007
2019-10-24,0.002500,0.00007
2019-10-25,0.005000,0.00007
2019-10-28,0.006200,0.00007
2019-10-29,-0.001300,0.00007
2019-10-30,0.002800,0.00007
2019-10-31,-0.003800,0.00007
2019-11-01,0.010700,0.00006
2019-11-04,0.003900,0.00006
2019-11-05,-0.000300,0.00006
2019-11-06,-0.000500,0.00006
2019-11-07,0.003800,0.00006
2019-11-08,0.003100,0.00006
2019-11-11,-0.001900,0.00006
2019-11-12,0.001600,0.00006
2019-11-13,0.000100,0.00006
2019-11-14,0.000700,0.00006
2019-11-15,0.007400,0.00006
2019-11-18,0.000300,0.00006
2019-11-19,0.000200,0.00006
2019-11-20,-0.003300,0.00006
2019-11-21,-0.001500,0.00006
2019-11-22,0.002400,0.00006
2019-11-25,0.009200,0.00006
2019-11-26,0.001900,0.00006
2019-11-27,0.004400,0.00006
2019-11-29,-0.004200,0.00006
2019-12-02,-0.008700,0.00007
2019-12-03,-0.006600,0.00007
2019-12-04,0.006000,0.00007
2019-12-05,0.001300,0.00007
2019-12-06,0.009100,0.00007
2019-12-09,-0.003300,0.00007
2019-12-10,-0.000800,0.00007
2019-12-11,0.002800,0.00007
2019-12-12,0.009000,0.00007
2019-12-13,-0.000300,0.00007
2019-12-16,0.007400,0.00007
2019-12-17,0.001000,0.00007
2019-12-18,-0.000500,0.00007
2019-12-19,0.004300,0.00007
2019-12-20,0.004800,0.00007
2019-12-23,0.001000,0.00007
2019-12-24,0.000100,0.00007
2019-12-26,0.004900,0.00007
2019-12-27,-0.001000,0.00007
2019-12-30,-0.005700,0.00007
2019-12-31,0.002800,0.00007
2020-01-02,0.008600,0.00006
2020-01-03,-0.006700,0.00006
2020-01-06,0.003600,0.00006
2020-01-07,-0.001900,0.00006
2020-01-08,0.004700,0.00006
2020-01-09,0.006500,0.00006
2020-01-10,-0.003400,0.00006
2020-01-13,0.007300,0.00006
2020-01-14,-0.000600,0.00006
2020-01-15,0.001600,0.00006
2020-01-16,0.008800,0.00006
2020-01-17,0.002800,0.00006
2020-01-21,-0.003200,0.00006
2020-01-22,0.000800,0.00006
2020-01-23,0.000800,0.00006
2020-01-24,-0.009700,0.00006
2020-01-27,-0.015600,0.00006
2020-01-28,0.010300,0.00006
2020-01-29,-0.001100,0.00006
2020-01-30,0.003400,0.00006
2020-01-31,-0.017400,0.00006
2020-02-03,0.008400,0.00006
2020-02-04,0.015700,0.00006
2020-02-05,0.009700,0.00006
2020-02-06,0.002700,0.00006
2020-02-07,-0.005500,0.00006
2020-02-10,0.007300,0.00006
2020-02-11,0.002800,0.00006
2020-02-12,0.006600,0.00006
2020-02-13,-0.000900,0.00006
2020-02-14,0.001400,0.00006
2020-02-18,-0.001900,0.00006
2020-02-19,0.006000,0.00006
2020-02-20,-0.003500,0.00006
2020-02-21,-0.011200,0.00006
2020-02-24,-0.033900,0.00006
2020-02-25,-0.030900,0.00006
2020-02-26,-0.005200,0.00006
2020-02-27,-0.042200,0.00006
2020-02-28,-0.007900,0.00006
2020-03-02,0.043100,0.00006
2020-03-03,-0.028000,0.00006
2020-03-04,0.040300,0.00006
2020-03-05,-0.033800,0.00006
2020-03-06,-0.017800,0.00006
2020-03-09,-0.077900,0.00006
2020-03-10,0.047500,0.00006
2020-03-11,-0.050600,0.00006
2020-03-12,-0.096300,0.00006
2020-03-13,0.089800,0.00006
2020-03-16,-0.120100,0.00006
2020-03-17,0.058800,0.00006
2020-03-18,-0.055600,0.00006
2020-03-19,0.013100,0.00006
2020-03-20,-0.041500,0.00006
2020-03-23,-0.025600,0.00006
2020-03-24,0.093400,0.00006
2020-03-25,0.011700,0.00006
2020-03-26,0.060300,0.00006
2020-03-27,-0.034800,0.00006
2020-03-30,0.031700,0.00006
2020-03-31,-0.014400,0.00006
2020-04-01,-0.045000,0.00000
2020-04-02,0.021000,0.00000
2020-04-03,-0.016400,0.00000
2020-04-06,0.071000,0.00000
2020-04-07,-0.001100,0.00000
2020-04-08,0.034200,0.00000
2020-04-09,0.015900,0.00000
2020-04-13,-0.009200,0.00000
2020-04-14,0.030300,0.00000
2020-04-15,-0.021500,0.00000
2020-04-16,0.006200,0.00000
2020-04-17,0.027300,0.00000
2020-04-20,-0.015700,0.00000
2020-04-21,-0.030900,0.00000
2020-04-22,0.023100,0.00000
2020-04-23,0.001200,0.00000
2020-04-24,0.014400,0.00000
2020-04-27,0.017300,0.00000
2020-04-28,-0.004500,0.00000
2020-04-29,0.029200,0.00000
2020-04-30,-0.011800,0.00000
2020-05-01,-0.029100,0.00000
2020-05-04,0.005400,0.00000
2020-05-05,0.009500,0.00000
2020-05-06,-0.005300,0.00000
2020-05-07,0.013300,0.00000
2020-05-08,0.019000,0.00000
2020-05-11,0.000600,0.00000
2020-05-12,-0.020700,0.00000
2020-05-13,-0.018900,0.00000
2020-05-14,0.011500,0.00000
2020-05-15,0.005700,0.00000
2020-05-18,0.032400,0.00000
2020-05-19,-0.010100,0.00000
2020-05-20,0.018000,0.00000
2020-05-21,-0.007100,0.00000
2020-05-22,0.002700,0.00000
2020-05-26,0.012300,0.00000
2020-05-27,0.015400,0.00000
2020-05-28,-0.004100,0.00000
2020-05-29,0.006000,0.00000
2020-06-01,0.005100,0.00000
2020-06-02,0.008100,0.00000
2020-06-03,0.014100,0.00000
2020-06-04,-0.003500,0.00000
2020-06-05,0.025000,0.00000
2020-06-08,0.013500,0.00000
2020-06-09,-0.008600,0.00000
2020-06-10,-0.005500,0.00000
2020-06-11,-0.059100,0.00000
2020-06-12,0.012900,0.00000
2020-06-15,0.010800,0.00000
2020-06-16,0.018800,0.00000
2020-06-17,-0.004100,0.00000
2020-06-18,0.001800,0.00000
2020-06-19,-0.004500,0.00000
2020-06-22,0.007100,0.00000
2020-06-23,0.004100,0.00000
2020-06-24,-0.026200,0.00000
2020-06-25,0.011300,0.00000
2020-06-26,-0.024300,0.00000
2020-06-29,0.015000,0.00000
2020-06-30,0.015800,0.00000
2020-07-01,0.004100,0.00000
2020-07-02,0.005100,0.00000
2020-07-06,0.016600,0.00000
2020-07-07,-0.010100,0.00000
2020-07-08,0.008900,0.00000
2020-07-09,-0.005400,0.00000
2020-07-10,0.011100,0.00000
2020-07-13,-0.011900,0.00000
2020-07-14,0.013600,0.00000
2020-07-15,0.011400,0.00000
2020-07-16,-0.003800,0.00000
2020-07-17,0.003000,0.00000
2020-07-20,0.010400,0.00000
2020-07-21,0.001500,0.00000
2020-07-22,0.005000,0.00000
2020-07-23,-0.012000,0.00000
2020-07-24,-0.007400,0.00000
2020-07-27,0.008800,0.00000
2020-07-28,-0.008100,0.00000
2020-07-29,0.013600,0.00000
2020-07-30,-0.002900,0.00000
2020-07-31,0.006200,0.00000
2020-08-03,0.009700,0.00000
2020-08-04,0.003700,0.00000
2020-08-05,0.007800,0.00000
2020-08-06,0.005300,0.00000
2020-08-07,0.000200,0.00000
2020-08-10,0.002300,0.00000
2020-08-11,-0.008300,0.00000
2020-08-12,0.014000,0.00000
2020-08-13,-0.000200,0.00000
2020-08-14,-0.000400,0.00000
2020-08-17,0.004500,0.00000
2020-08-18,0.002300,0.00000
2020-08-19,-0.003800,0.00000
2020-08-20,0.003100,0.00000
2020-08-21,0.002600,0.00000
2020-08-24,0.009200,0.00000
2020-08-25,0.003500,0.00000
2020-08-26,0.010000,0.00000
2020-08-27,0.001800,0.00000
2020-08-28,0.007000,0.00000
2020-08-31,-0.000400,0.00000
2020-09-01,0.009200,0.00000
2020-09-02,0.012700,0.00000
2020-09-03,-0.037000,0.00000
2020-09-04,-0.008700,0.00000
2020-09-08,-0.029300,0.00000
2020-09-09,0.020700,0.00000
2020-09-10,-0.016400,0.00000
2020-09-11,-0.000500,0.00000
2020-09-14,0.015800,0.00000
2020-09-15,0.005700,0.00000
2020-09-16,-0.004000,0.00000
2020-09-17,-0.008500,0.00000
2020-09-18,-0.008900,0.00000
2020-09-21,-0.010700,0.00000
2020-09-22,0.010100,0.00000
2020-09-23,-0.024700,0.00000
2020-09-24,0.002600,0.00000
2020-09-25,0.017100,0.00000
2020-09-28,0.016500,0.00000
2020-09-29,-0.004200,0.00000
2020-09-30,0.007900,0.00000
2020-10-01,0.007900,0.00000
2020-10-02,-0.009700,0.00000
2020-10-05,0.019400,0.00000
2020-10-06,-0.012800,0.00000
2020-10-07,0.018400,0.00000
2020-10-08,0.008000,0.00000
2020-10-09,0.009300,0.00000
2020-10-12,0.015400,0.00000
2020-10-13,-0.004200,0.00000
2020-10-14,-0.006500,0.00000
2020-10-15,-0.000800,0.00000
2020-10-16,-0.000600,0.00000
2020-10-19,-0.015300,0.00000
2020-10-20,0.003500,0.00000
2020-10-21,-0.003600,0.00000
2020-10-22,0.006600,0.00000
2020-10-23,0.003900,0.00000
2020-10-26,-0.018500,0.00000
2020-10-27,-0.002300,0.00000
2020-10-28,-0.034200,0.00000
2020-10-29,0.011300,0.00000
2020-10-30,-0.014500,0.00000
2020-11-02,0.011700,0.00000
2020-11-03,0.019300,0.00000
2020-11-04,0.022500,0.00000
2020-11-05,0.021200,0.00000
2020-11-06,0.000100,0.00000
2020-11-09,0.008300,0.00000
2020-11-10,-0.001600,0.00000
2020-11-11,0.008800,0.00000
2020-11-12,-0.009400,0.00000
2020-11-13,0.013100,0.00000
2020-11-16,0.012200,0.00000
2020-11-17,-0.002000,0.00000
2020-11-18,-0.009400,0.00000
2020-11-19,0.005800,0.00000
2020-11-20,-0.005100,0.00000
2020-11-23,0.008200,0.00000
2020-11-24,0.015600,0.00000
2020-11-25,0.000200,0.00000
2020-11-27,0.004200,0.00000
2020-11-30,-0.005200,0.00000
2020-12-01,0.009900,0.00000
2020-12-02,0.001100,0.00000
2020-12-03,0.001700,0.00000
2020-12-04,0.010100,0.00000
2020-12-07,0.000200,0.00000
2020-12-08,0.004700,0.00000
2020-12-09,-0.010300,0.00000
2020-12-10,0.002400,0.00000
2020-12-11,-0.001800,0.00000
2020-12-14,-0.002600,0.00000
2020-12-15,0.012900,0.00000
2020-12-16,0.001600,0.00000
2020-12-17,0.007800,0.00000
2020-12-18,-0.001400,0.00000
2020-12-21,-0.002400,0.00000
2020-12-22,0.000600,0.00000
2020-12-23,0.001100,0.00000
2020-12-24,0.002300,0.00000
2020-12-28,0.004900,0.00000
2020-12-29,-0.003900,0.00000
2020-12-30,0.002700,0.00000
2020-12-31,0.004000,0.00000
2021-01-04,-0.014100,0.00000
2021-01-05,0.008600,0.00000
2021-01-06,0.007900,0.00000
2021-01-07,0.017600,0.00000
2021-01-08,0.005100,0.00000
2021-01-11,-0.005200,0.00000
2021-01-12,0.003700,0.00000
2021-01-13,0.000700,0.00000
2021-01-14,-0.001200,0.00000
2021-01-15,-0.008600,0.00000
2021-01-19,0.009200,0.00000
2021-01-20,0.012700,0.00000
2021-01-21,-0.000400,0.00000
2021-01-22,-0.000700,0.00000
2021-01-25,0.002900,0.00000
2021-01-26,-0.003300,0.00000
2021-01-27,-0.025300,0.00000
2021-01-28,0.009300,0.00000
2021-01-29,-0.018400,0.00000
2021-02-01,0.017200,0.00000
2021-02-02,0.014800,0.00000
2021-02-03,0.001400,0.00000
2021-02-04,0.012200,0.00000
2021-02-05,0.005700,0.00000
2021-02-08,0.009600,0.00000
2021-02-09,0.000500,0.00000
2021-02-10,-0.000800,0.00000
2021-02-11,0.002000,0.00000
2021-02-12,0.004900,0.00000
2021-02-16,-0.001400,0.00000
2021-02-17,-0.002000,0.00000
2021-02-18,-0.006300,0.00000
2021-02-19,0.001600,0.00000
2021-02-22,-0.011200,0.00000
2021-02-23,-0.001100,0.00000
2021-02-24,0.011500,0.00000
2021-02-25,-0.027200,0.00000
2021-02-26,-0.002800,0.00000
2021-03-01,0.026200,0.00000
2021-03-02,-0.010500,0.00000
2021-03-03,-0.015500,0.00000
2021-03-04,-0.016700,0.00000
2021-03-05,0.018700,0.00000
2021-03-08,-0.006700,0.00000
2021-03-09,0.017700,0.00000
2021-03-10,0.006700,0.00000
2021-03-11,0.014100,0.00000
2021-03-12,0.001100,0.00000
2021-03-15,0.006900,0.00000
2021-03-16,-0.004100,0.00000
2021-03-17,0.003400,0.00000
2021-03-18,-0.018600,0.00000
2021-03-19,0.002300,0.00000
2021-03-22,0.005600,0.00000
2021-03-23,-0.011600,0.00000
2021-03-24,-0.009700,0.00000
2021-03-25,0.006700,0.00000
2021-03-26,0.015600,0.00000
2021-03-29,-0.004800,0.00000
2021-03-30,-0.000400,0.00000
2021-03-31,0.006300,0.00000
2021-04-01,0.012700,0.00000
2021-04-05,0.012800,0.00000
2021-04-06,0.000000,0.00000
2021-04-07,-0.001100,0.00000
2021-04-08,0.006200,0.00000
2021-04-09,0.006500,0.00000
2021-04-12,-0.000400,0.00000
2021-04-13,0.004100,0.00000
2021-04-14,-0.003500,0.00000
2021-04-15,0.010600,0.00000
2021-04-16,0.002700,0.00000
2021-04-19,-0.007200,0.00000
2021-04-20,-0.009300,0.00000
2021-04-21,0.011000,0.00000
2021-04-22,-0.007800,0.00000
2021-04-23,0.012600,0.00000
2021-04-26,0.004100,0.00000
2021-04-27,-0.000300,0.00000
2021-04-28,-0.000700,0.00000
2021-04-29,0.004000,0.00000
2021-04-30,-0.008300,0.00000
2021-05-03,0.001800,0.00000
2021-05-04,-0.008900,0.00000
2021-05-05,-0.000500,0.00000
2021-05-06,0.004900,0.00000
2021-05-07,0.008400,0.00000
2021-05-10,-0.013500,0.00000
2021-05-11,-0.006300,0.00000
2021-05-12,-0.023400,0.00000
2021-05-13,0.010400,0.00000
2021-05-14,0.017900,0.00000
2021-05-17,-0.002400,0.00000
2021-05-18,-0.007000,0.00000
2021-05-19,-0.003400,0.00000
2021-05-20,0.011400,0.00000
2021-05-21,-0.000400,0.00000
2021-05-24,0.009900,0.00000
2021-05-25,-0.003000,0.00000
2021-05-26,0.004600,0.00000
2021-05-27,0.002700,0.00000
2021-05-28,0.000400,0.00000
2021-06-01,0.000300,0.00000
2021-06-02,0.001200,0.00000
2021-06-03,-0.005300,0.00000
2021-06-04,0.009000,0.00000
2021-06-07,0.001400,0.00000
2021-06-08,0.001800,0.00000
2021-06-09,-0.002900,0.00000
2021-06-10,0.004100,0.00000
2021-06-11,0.003700,0.00000
2021-06-14,0.001500,0.00000
2021-06-15,-0.003000,0.00000
2021-06-16,-0.004600,0.00000
2021-06-17,0.000100,0.00000
2021-06-18,-0.012300,0.00000
2021-06-21,0.013600,0.00000
2021-06-22,0.005800,0.00000
2021-06-23,0.000000,0.00000
2021-06-24,0.006900,0.00000
2021-06-25,0.003100,0.00000
2021-06-28,0.002100,0.00000
2021-06-29,0.000100,0.00000
2021-06-30,0.000700,0.00000
2021-07-01,0.004400,0.00000
2021-07-02,0.005600,0.00000
2021-07-06,-0.002700,0.00000
2021-07-07,0.001100,0.00000
2021-07-08,-0.008600,0.00000
2021-07-09,0.012600,0.00000
2021-07-12,0.002300,0.00000
2021-07-13,-0.005500,0.00000
2021-07-14,-0.002500,0.00000
2021-07-15,-0.003800,0.00000
2021-07-16,-0.007600,0.00000
2021-07-19,-0.014200,0.00000
2021-07-20,0.017000,0.00000
2021-07-21,0.009500,0.00000
2021-07-22,0.001000,0.00000
2021-07-23,0.009900,0.00000
2021-07-26,0.001800,0.00000
2021-07-27,-0.006500,0.00000
2021-07-28,0.002700,0.00000
2021-07-29,0.004200,0.00000
2021-07-30,-0.006600,0.00000
2021-08-02,-0.001200,0.00000
2021-08-03,0.007400,0.00000
2021-08-04,-0.003900,0.00000
2021-08-05,0.007400,0.00000
2021-08-06,0.000900,0.00000
2021-08-09,0.000000,0.00000
2021-08-10,0.000600,0.00000
2021-08-11,0.002000,0.00000
2021-08-12,0.002400,0.00000
2021-08-13,0.000200,0.00000
2021-08-16,-0.000300,0.00000
2021-08-17,-0.008000,0.00000
2021-08-18,-0.009600,0.00000
2021-08-19,-0.001300,0.00000
2021-08-20,0.009200,0.00000
2021-08-23,0.010700,0.00000
2021-08-24,0.004000,0.00000
2021-08-25,0.002700,0.00000
2021-08-26,-0.006500,0.00000
2021-08-27,0.010800,0.00000
2021-08-30,0.003500,0.00000
2021-08-31,-0.001300,0.00000
2021-09-01,0.001100,0.00000
2021-09-02,0.003500,0.00000
2021-09-03,-0.000200,0.00000
2021-09-07,-0.003600,0.00000
2021-09-08,-0.003300,0.00000
2021-09-09,-0.002800,0.00000
2021-09-10,-0.007600,0.00000
2021-09-13,0.001500,0.00000
2021-09-14,-0.006600,0.00000
2021-09-15,0.008800,0.00000
2021-09-16,-0.000500,0.00000
2021-09-17,-0.007400,0.00000
2021-09-20,-0.018600,0.00000
2021-09-21,0.000300,0.00000
2021-09-22,0.010000,0.00000
2021-09-23,0.012800,0.00000
2021-09-24,0.000900,0.00000
2021-09-27,-0.001100,0.00000
2021-09-28,-0.021700,0.00000
2021-09-29,0.000400,0.00000
2021-09-30,-0.010300,0.00000
2021-10-01,0.011200,0.00000
2021-10-04,-0.014200,0.00000
2021-10-05,0.010600,0.00000
2021-10-06,0.003400,0.00000
2021-10-07,0.010100,0.00000
2021-10-08,-0.002700,0.00000
2021-10-11,-0.007200,0.00000
2021-10-12,-0.000800,0.00000
2021-10-13,0.004300,0.00000
2021-10-14,0.016500,0.00000
2021-10-15,0.006400,0.00000
2021-10-18,0.004000,0.00000
2021-10-19,0.007000,0.00000
2021-10-20,0.003400,0.00000
2021-10-21,0.003600,0.00000
2021-10-22,-0.002500,0.00000
2021-10-25,0.005600,0.00000
2021-10-26,0.000500,0.00000
2021-10-27,-0.007600,0.00000
2021-10-28,0.011100,0.00000
2021-10-29,0.002100,0.00000
2021-11-01,0.005000,0.00000
2021-11-02,0.002500,0.00000
2021-11-03,0.007900,0.00000
2021-11-04,0.003900,0.00000
2021-11-05,0.003700,0.00000
2021-11-08,0.001600,0.00000
2021-11-09,-0.003400,0.00000
2021-11-10,-0.010400,0.00000
2021-11-11,0.001700,0.00000
2021-11-12,0.007400,0.00000
2021-11-15,-0.000600,0.00000
2021-11-16,0.004400,0.00000
2021-11-17,-0.004100,0.00000
2021-11-18,0.001400,0.00000
2021-11-19,-0.002500,0.00000
2021-11-22,-0.005700,0.00000
2021-11-23,-0.000200,0.00000
2021-11-24,0.003000,0.00000
2021-11-26,-0.022300,0.00000
2021-11-29,0.011000,0.00000
2021-11-30,-0.019500,0.00000
2021-12-01,-0.015900,0.00000
2021-12-02,0.015300,0.00000
2021-12-03,-0.011900,0.00000
2021-12-06,0.012000,0.00000
2021-12-07,0.022200,0.00000
2021-12-08,0.004600,0.00000
2021-12-09,-0.010400,0.00000
2021-12-10,0.007100,0.00000
2021-12-13,-0.010400,0.00000
2021-12-14,-0.007600,0.00000
2021-12-15,0.016200,0.00000
2021-12-16,-0.011900,0.00000
2021-12-17,-0.006600,0.00000
2021-12-20,-0.012600,0.00000
2021-12-21,0.020600,0.00000
2021-12-22,0.009700,0.00000
2021-12-23,0.007200,0.00000
2021-12-27,0.012300,0.00000
2021-12-28,-0.002600,0.00000
2021-12-29,0.000700,0.00000
2021-12-30,-0.001700,0.00000
2021-12-31,-0.003100,0.00000
2022-01-03,0.007200,0.00000
2022-01-04,-0.002700,0.00000
2022-01-05,-0.022600,0.00000
2022-01-06,0.000000,0.00000
2022-01-07,-0.004900,0.00000
2022-01-10,-0.001400,0.00000
2022-01-11,0.010800,0.00000
2022-01-12,0.001300,0.00000
2022-01-13,-0.015500,0.00000
2022-01-14,0.000800,0.00000
2022-01-18,-0.020700,0.00000
2022-01-19,-0.010200,0.00000
2022-01-20,-0.011500,0.00000
2022-01-21,-0.020900,0.00000
2022-01-24,0.005400,0.00000
2022-01-25,-0.014200,0.00000
2022-01-26,-0.002900,0.00000
2022-01-27,-0.007600,0.00000
2022-01-28,0.024600,0.00000
2022-01-31,0.023200,0.00000
2022-02-01,0.008700,0.00000
2022-02-02,0.005100,0.00000
2022-02-03,-0.024900,0.00000
2022-02-04,0.008900,0.00000
2022-02-07,-0.002500,0.00000
2022-02-08,0.010200,0.00000
2022-02-09,0.016000,0.00000
2022-02-10,-0.016900,0.00000
2022-02-11,-0.019100,0.00000
2022-02-14,-0.003500,0.00000
2022-02-15,0.018500,0.00000
2022-02-16,-0.000200,0.00000
2022-02-17,-0.022900,0.00000
2022-02-18,-0.008500,0.00000
2022-02-22,-0.011700,0.00000
2022-02-23,-0.019500,0.00000
2022-02-24,0.018700,0.00000
2022-02-25,0.022400,0.00000
2022-02-28,0.000300,0.00000
2022-03-01,-0.015500,0.00000
2022-03-02,0.018200,0.00000
2022-03-03,-0.008600,0.00000
2022-03-04,-0.010900,0.00000
2022-03-07,-0.031300,0.00000
2022-03-08,-0.005300,0.00000
2022-03-09,0.027900,0.00000
2022-03-10,-0.004700,0.00000
2022-03-11,-0.014800,0.00000
2022-03-14,-0.010400,0.00000
2022-03-15,0.021500,0.00000
2022-03-16,0.026000,0.00000
2022-03-17,0.014200,0.00000
2022-03-18,0.013200,0.00000
2022-03-21,-0.001700,0.00000
2022-03-22,0.013000,0.00000
2022-03-23,-0.012500,0.00000
2022-03-24,0.014200,0.00000
2022-03-25,0.002800,0.00000
2022-03-28,0.007300,0.00000
2022-03-29,0.014300,0.00000
2022-03-30,-0.008200,0.00000
2022-03-31,-0.015400,0.00000
2022-04-01,0.003900,0.00000
2022-04-04,0.009300,0.00000
2022-04-05,-0.015400,0.00000
2022-04-06,-0.012300,0.00000
2022-04-07,0.003400,0.00000
2022-04-08,-0.003800,0.00000
2022-04-11,-0.015400,0.00000
2022-04-12,-0.002900,0.00000
2022-04-13,0.013900,0.00000
2022-04-14,-0.012800,0.00000
2022-04-18,-0.001900,0.00000
2022-04-19,0.017600,0.00000
2022-04-20,-0.002700,0.00000
2022-04-21,-0.017300,0.00000
2022-04-22,-0.027400,0.00000
2022-04-25,0.007000,0.00000
2022-04-26,-0.029900,0.00000
2022-04-27,0.001300,0.00000
2022-04-28,0.024500,0.00000
2022-04-29,-0.035400,0.00000
2022-05-02,0.008000,0.00001
2022-05-03,0.004100,0.00001
2022-05-04,0.030100,0.00001
2022-05-05,-0.038000,0.00001
2022-05-06,-0.008500,0.00001
2022-05-09,-0.035200,0.00001
2022-05-10,0.002200,0.00001
2022-05-11,-0.019300,0.00001
2022-05-12,0.001500,0.00001
