date,OLS,Ridge,Lasso,PLS,PCR,RF,NN1,NN2,NN3,NN4,NN5,chronos_t5,unit2ts,timefm
2016-01-04,1.0139265,1.0139265,1.0139265,1.0139265,1.0147499,1.0154125,1.010077,1.0042197,1.0074653,1.0085182,1.0221782,1.0151139,1.0113224,1.0126139
2016-01-05,1.0012256510903998,1.0012256510903998,1.0012256510903998,1.0012256510903998,1.00830309241031,0.9995845545737501,0.9947483744710999,1.00837757124588,1.00169534473384,0.9965758317347,1.0298582336878799,1.0039197314677502,0.9920425497664,1.01121163227128
2016-01-06,0.9958765029268843,0.9958765029268843,0.9958765029268843,0.9958765029268843,1.0052365402153625,0.9848385832662226,0.991398260895556,1.0045009645109824,0.9992758497981699,0.9924028697544772,1.0248074999524044,0.9970157754744464,0.9871717200513019,0.9939269918408671
2016-01-07,1.0137279875924499,1.0137279875924499,1.0137279875924499,1.0137279875924499,1.0193435272024747,0.9869523423174869,0.9951104525436534,1.0211194284678522,1.018173355248873,0.9920969119497319,1.0294496729656888,1.0199766499773129,0.9957126310560138,1.01910028015592
2016-01-08,1.0149027969572708,1.0149027969572708,1.0149027969572708,1.0149027969572708,1.0188091873255152,0.9905242215395682,0.9789311507178367,1.0176136191340936,1.0176601958778275,0.9931163907364515,1.0243046893901409,1.0315586888331352,0.9898622219209812,1.0350406390980067
2016-01-11,0.995824654180068,0.995824654180068,0.995824654180068,0.995824654180068,0.9972029952471467,0.981826230245385,0.9639326528783435,0.9941018599867242,0.9971521040784584,0.971586620501676,1.0065374075393863,1.0311642207905254,0.9734797051895223,1.0188861388192205
2016-01-12,0.9765707828213581,0.9765707828213581,0.9765707828213581,0.9765707828213581,0.979965045110406,0.9615068454973417,0.9391461850354951,0.9785920815875833,0.9812338670345812,0.9374843187567153,0.9861145622329306,1.0195711508054437,0.9561311286673988,1.002931808325906
2016-01-13,0.9914162212334952,0.9914162212334952,0.9914162212334952,0.9914162212334952,0.9955242441211376,0.9690767888919423,0.942268282613027,0.9900106854323798,0.9934162779873623,0.9555508603087716,1.0108214653667642,1.032987993450238,0.9652533845397886,1.0192649539972165
2016-01-14,0.9706960187762036,0.9706960187762036,0.9706960187762036,0.9706960187762036,0.9828387764404241,0.9334353074886433,0.9196526188815469,0.9655132670256298,0.9645523693471839,0.9277047704681696,0.9636725067719037,1.0087929354724492,0.941026200265209,1.0065347424277729
2016-01-15,0.9759013761768909,0.9759013761768909,0.9759013761768909,0.9759013761768909,0.9940195503612104,0.9434957798892251,0.925343429287186,0.9835527238040833,0.9759740197735717,0.9386964949001076,0.9807824157623881,1.0324367216561716,0.9490216293757623,1.0318140637907947
2016-01-19,0.9685842628385918,0.9685842628385918,0.9685842628385918,0.9685842628385918,0.977650235209772,0.9400626817949421,0.9104134757273519,0.9638759647222036,0.9581943106657486,0.9441521050588176,0.9841872019187073,1.034934805547891,0.9279770747443548,1.0418647582233682
2016-01-20,0.9593645029574838,0.9593645029574838,0.9593645029574838,0.9593645029574838,0.9633330363402426,0.9319480607256883,0.901359686835286,0.950013115047183,0.9586099753577153,0.9340299447556926,0.9722926106524784,1.036772228801661,0.9252360160609748,1.0488495237489737
2016-01-21,0.942097572823904,0.942097572823904,0.942097572823904,0.942097572823904,0.9398160539238009,0.9142032104806348,0.8783815046107314,0.9234906489012957,0.9427207274331686,0.9086242368553433,0.9403139066881184,1.0105761048965294,0.904890538685802,1.0115089074292247
2016-01-22,0.9092970326796805,0.9092970326796805,0.9092970326796805,0.9092970326796805,0.9094193953285326,0.8797054780721849,0.8390132361174325,0.8798456496926365,0.9127108157005703,0.8629444254213725,0.9140705918349691,0.987598433884276,0.8712606437717597,0.9842457078472848
2016-01-25,0.9225749516696823,0.9225749516696823,0.9225749516696823,0.9225749516696823,0.9225578682747834,0.8784781129891786,0.8426533789436517,0.8794544703167831,0.9187714893300668,0.8625100191976154,0.9119588145466527,0.9861384671194648,0.8730407163930498,0.9976170794866733
