Model,Strategy,Rolling Window,Final Cumulative Return
NN2,TOP_MINUS_REST,21,0.024437905200489454
chronos_t5,TOP_MINUS_REST,21,0.024015041691184496
RF,TOP_MINUS_REST,21,0.02056630115755428
NN5,TOP_MINUS_REST,21,0.02026800148476477
NN1,TOP_MINUS_REST,21,0.015555725298498501
NN3,TOP_MINUS_REST,21,0.011415950371029885
unit2ts,TOP_MINUS_REST,252,0.10281331017511976
Lasso,TOP_MINUS_REST,252,0.06484514896941572
OLS,TOP_MINUS_REST,252,0.06427366710567936
Ridge,TOP_MINUS_REST,252,0.06427366710567936
PLS,TOP_MINUS_REST,252,0.06427366710567936
NN4,TOP_MINUS_REST,252,0.05226135396432377
timefm,TOP_MINUS_REST,252,0.04321954085400182
PCR,TOP_MINUS_REST,252,0.04076498234456198
NN2,TOP_MINUS_REST,252,0.03804390001257541
NN5,TOP_MINUS_REST,252,0.034251575635005894
chronos_t5,TOP_MINUS_REST,252,0.03172970144120065
RF,TOP_MINUS_REST,252,0.029625834200233427
NN3,TOP_MINUS_REST,252,0.022125699350129938
NN1,TOP_MINUS_REST,252,0.019174572008360622
unit2ts,TOP_MINUS_REST,512,0.09081710043862647
NN4,TOP_MINUS_REST,512,0.0669720522260882
OLS,TOP_MINUS_REST,512,0.061959986347067925
Ridge,TOP_MINUS_REST,512,0.061959986347067925
PLS,TOP_MINUS_REST,512,0.061959986347067925
Lasso,TOP_MINUS_REST,512,0.06187815907755032
timefm,TOP_MINUS_REST,512,0.057551007183308495
PCR,TOP_MINUS_REST,512,0.0524722404259963
NN1,TOP_MINUS_REST,512,0.03792351988007795
NN5,TOP_MINUS_REST,512,0.036777001762778615
NN3,TOP_MINUS_REST,512,0.03214300113861429
chronos_t5,TOP_MINUS_REST,512,0.029852267016791074
RF,TOP_MINUS_REST,512,0.028014973260963395
NN2,TOP_MINUS_REST,512,0.021072444624454126
